3,18088e-012	-5,22632e-012		-4999,64	-37,9992		4999,64	37,9992		37,9992	-4999,64		-37,9992	4999,64		
3,79244e-012	-5,58541e-012		-4999,6	-39,999		4999,6	39,999		39,999	-4999,6		-39,999	4999,6		
4,38461e-012	-5,93969e-012		-4999,56	-41,9989		4999,56	41,9989		41,9989	-4999,56		-41,9989	4999,56		
4,82578e-012	-6,36827e-012		-4999,52	-43,9987		4999,52	43,9987		43,9987	-4999,52		-43,9987	4999,52		
5,16062e-012	-6,93891e-012		-4999,47	-45,9985		4999,47	45,9985		45,9985	-4999,47		-45,9985	4999,47		
5,56491e-012	-7,75546e-012		-4999,42	-47,9983		4999,42	47,9983		47,9983	-4999,42		-47,9983	4999,42		
6,01144e-012	-8,8456e-012		-4999,38	-49,998		4999,38	49,998		49,998	-4999,38		-49,998	4999,38		
6,48277e-012	-1,0227e-011		-4999,32	-51,9978		4999,32	51,9978		51,9978	-4999,32		-51,9978	4999,32		
7,01762e-012	-1,18612e-011		-4999,27	-53,9975		4999,27	53,9975		53,9975	-4999,27		-53,9975	4999,27		
7,59636e-012	-1,37673e-011		-4999,22	-55,9972		4999,22	55,9972		55,9972	-4999,22		-55,9972	4999,22		
8,2088e-012	-1,59539e-011		-4999,16	-57,9969		4999,16	57,9969		57,9969	-4999,16		-57,9969	4999,16		
8,92427e-012	-1,83523e-011		-4999,1	-59,9966		4999,1	59,9966		59,9966	-4999,1		-59,9966	4999,1		
9,7086e-012	-2,08833e-011		-4999,04	-61,9962		4999,04	61,9962		61,9962	-4999,04		-61,9962	4999,04		
1,03696e-011	-2,34595e-011		-4998,98	-63,9958		4998,98	63,9958		63,9958	-4998,98		-63,9958	4998,98		
1,09603e-011	-2,60294e-011		-4998,91	-65,9954		4998,91	65,9954		65,9954	-4998,91		-65,9954	4998,91		
1,15967e-011	-2,85291e-011		-4998,84	-67,995		4998,84	67,995		67,995	-4998,84		-67,995	4998,84		
1,20707e-011	-3,08866e-011		-4998,77	-69,9945		4998,77	69,9945		69,9945	-4998,77		-69,9945	4998,77		
1,24654e-011	-3,32467e-011		-4998,7	-71,994		4998,7	71,994		71,994	-4998,7		-71,994	4998,7		
1,28062e-011	-3,56979e-011		-4998,63	-73,9935		4998,63	73,9935		73,9935	-4998,63		-73,9935	4998,63		
1,30161e-011	-3,80905e-011		-4998,55	-75,993		4998,55	75,993		75,993	-4998,55		-75,993	4998,55		
1,31405e-011	-4,02645e-011		-4998,48	-77,9924		4998,48	77,9924		77,9924	-4998,48		-77,9924	4998,48		
1,32346e-011	-4,23902e-011		-4998,4	-79,9918		4998,4	79,9918		79,9918	-4998,4		-79,9918	4998,4		
1,33712e-011	-4,45598e-011		-4998,32	-81,9911		4998,32	81,9911		81,9911	-4998,32		-81,9911	4998,32		
1,35822e-011	-4,68575e-011		-4998,23	-83,9905		4998,23	83,9905		83,9905	-4998,23		-83,9905	4998,23		
1,39099e-011	-4,93567e-011		-4998,15	-85,9898		4998,15	85,9898		85,9898	-4998,15		-85,9898	4998,15		
1,41921e-011	-5,17116e-011		-4998,06	-87,989		4998,06	87,989		87,989	-4998,06		-87,989	4998,06		
1,42763e-011	-5,39065e-011		-4997,97	-89,9882		4997,97	89,9882		89,9882	-4997,97		-89,9882	4997,97		
1,41218e-011	-5,59826e-011		-4997,88	-91,9874		4997,88	91,9874		91,9874	-4997,88		-91,9874	4997,88		
1,38651e-011	-5,79698e-011		-4997,79	-93,9866		4997,79	93,9866		93,9866	-4997,79		-93,9866	4997,79		
1,36528e-011	-6,01145e-011		-4997,69	-95,9857		4997,69	95,9857		95,9857	-4997,69		-95,9857	4997,69		
1,34757e-011	-6,23109e-011		-4997,6	-97,9848		4997,6	97,9848		97,9848	-4997,6		-97,9848	4997,6		
1,33355e-011	-6,44452e-011		-4997,5	-99,9838		4997,5	99,9838		99,9838	-4997,5		-99,9838	4997,5		
1,32452e-011	-6,67335e-011		-4997,4	-101,983		4997,4	101,983		101,983	-4997,4		-101,983	4997,4		
1,31801e-011	-6,89722e-011		-4997,29	-103,982		4997,29	103,982		103,982	-4997,29		-103,982	4997,29		
1,31258e-011	-7,09462e-011		-4997,19	-105,981		4997,19	105,981		105,981	-4997,19		-105,981	4997,19		
1,30805e-011	-7,27705e-011		-4997,08	-107,98		4997,08	107,98		107,98	-4997,08		-107,98	4997,08		
1,31215e-011	-7,44842e-011		-4996,97	-109,978		4996,97	109,978		109,978	-4996,97		-109,978	4996,97		
1,32676e-011	-7,61829e-011		-4996,86	-111,977		4996,86	111,977		111,977	-4996,86		-111,977	4996,86		
1,33141e-011	-7,7904e-011		-4996,75	-113,976		4996,75	113,976		113,976	-4996,75		-113,976	4996,75		
1,33016e-011	-7,96059e-011		-4996,63	-115,975		4996,63	115,975		115,975	-4996,63		-115,975	4996,63		
1,33345e-011	-8,12355e-011		-4996,51	-117,973		4996,51	117,973		117,973	-4996,51		-117,973	4996,51		
1,33628e-011	-8,27276e-011		-4996,4	-119,972		4996,4	119,972		119,972	-4996,4		-119,972	4996,4		
1,32943e-011	-8,40091e-011		-4996,27	-121,97		4996,27	121,97		121,97	-4996,27		-121,97	4996,27		
1,31703e-011	-8,52688e-011		-4996,15	-123,969		4996,15	123,969		123,969	-4996,15		-123,969	4996,15		
1,29303e-011	-8,66836e-011		-4996,03	-125,967		4996,03	125,967		125,967	-4996,03		-125,967	4996,03		
1,25206e-011	-8,80768e-011		-4995,9	-127,966		4995,9	127,966		127,966	-4995,9		-127,966	4995,9		
1,21346e-011	-8,91928e-011		-4995,77	-129,964		4995,77	129,964		129,964	-4995,77		-129,964	4995,77		
1,16925e-011	-9,01759e-011		-4995,64	-131,962		4995,64	131,962		131,962	-4995,64		-131,962	4995,64		
1,10567e-011	-9,1112e-011		-4995,5	-133,961		4995,5	133,961		133,961	-4995,5		-133,961	4995,5		
1,03212e-011	-9,19606e-011		-4995,37	-135,959		4995,37	135,959		135,959	-4995,37		-135,959	4995,37		
9,65786e-012	-9,30566e-011		-4995,23	-137,957		4995,23	137,957		137,957	-4995,23		-137,957	4995,23		
9,08376e-012	-9,42669e-011		-4995,09	-139,955		4995,09	139,955		139,955	-4995,09		-139,955	4995,09		
8,45976e-012	-9,5451e-011		-4994,95	-141,953		4994,95	141,953		141,953	-4994,95		-141,953	4994,95		
7,82298e-012	-9,67961e-011		-4994,81	-143,951		4994,81	143,951		143,951	-4994,81		-143,951	4994,81		
7,11184e-012	-9,81359e-011		-4994,66	-145,949		4994,66	145,949		145,949	-4994,66		-145,949	4994,66		
6,34656e-012	-9,93374e-011		-4994,52	-147,947		4994,52	147,947		147,947	-4994,52		-147,947	4994,52		
5,72294e-012	-1,00368e-010		-4994,37	-149,945		4994,37	149,945		149,945	-4994,37		-149,945	4994,37		
5,21545e-012	-1,01255e-010		-4994,22	-151,943		4994,22	151,943		151,943	-4994,22		-151,943	4994,22		
4,81121e-012	-1,02011e-010		-4994,06	-153,94		4994,06	153,94		153,94	-4994,06		-153,94	4994,06		
4,34132e-012	-1,02528e-010		-4993,91	-155,938		4993,91	155,938		155,938	-4993,91		-155,938	4993,91		
3,81707e-012	-1,03025e-010		-4993,75	-157,935		4993,75	157,935		157,935	-4993,75		-157,935	4993,75		
3,3803e-012	-1,03749e-010		-4993,59	-159,933		4993,59	159,933		159,933	-4993,59		-159,933	4993,59		
3,01968e-012	-1,04597e-010		-4993,43	-161,93		4993,43	161,93		161,93	-4993,43		-161,93	4993,43		
2,73637e-012	-1,05345e-010		-4993,27	-163,928		4993,27	163,928		163,928	-4993,27		-163,928	4993,27		
2,37553e-012	-1,05982e-010		-4993,1	-165,925		4993,1	165,925		165,925	-4993,1		-165,925	4993,1		
1,7477e-012	-1,0653e-010		-4992,93	-167,922		4992,93	167,922		167,922	-4992,93		-167,922	4992,93		
1,05669e-012	-1,07064e-010		-4992,76	-169,919		4992,76	169,919		169,919	-4992,76		-169,919	4992,76		
4,54072e-013	-1,07825e-010		-4992,59	-171,917		4992,59	171,917		171,917	-4992,59		-171,917	4992,59		
-1,07573e-013	-1,08632e-010		-4992,42	-173,914		4992,42	173,914		173,914	-4992,42		-173,914	4992,42		
-5,51338e-013	-1,09295e-010		-4992,24	-175,911		4992,24	175,911		175,911	-4992,24		-175,911	4992,24		
-1,07192e-012	-1,09958e-010		-4992,07	-177,907		4992,07	177,907		177,907	-4992,07		-177,907	4992,07		
-1,84912e-012	-1,10749e-010		-4991,89	-179,904		4991,89	179,904		179,904	-4991,89		-179,904	4991,89		
-2,8122e-012	-1,11714e-010		-4991,71	-181,901		4991,71	181,901		181,901	-4991,71		-181,901	4991,71		
-3,99205e-012	-1,12772e-010		-4991,52	-183,898		4991,52	183,898		183,898	-4991,52		-183,898	4991,52		
-5,24193e-012	-1,13825e-010		-4991,34	-185,894		4991,34	185,894		185,894	-4991,34		-185,894	4991,34		
-6,40246e-012	-1,14762e-010		-4991,15	-187,891		4991,15	187,891		187,891	-4991,15		-187,891	4991,15		
-7,53377e-012	-1,15757e-010		-4990,96	-189,887		4990,96	189,887		189,887	-4990,96		-189,887	4990,96		
-8,73635e-012	-1,16974e-010		-4990,77	-191,884		4990,77	191,884		191,884	-4990,77		-191,884	4990,77		
-1,01419e-011	-1,18154e-010		-4990,58	-193,88		4990,58	193,88		193,88	-4990,58		-193,88	4990,58		
-1,18153e-011	-1,19251e-010		-4990,38	-195,876		4990,38	195,876		195,876	-4990,38		-195,876	4990,38		
-1,36416e-011	-1,20201e-010		-4990,18	-197,872		4990,18	197,872		197,872	-4990,18		-197,872	4990,18		
-1,53819e-011	-1,20928e-010		-4989,98	-199,868		4989,98	199,868		199,868	-4989,98		-199,868	4989,98		
-1,71145e-011	-1,21683e-010		-4989,78	-201,864		4989,78	201,864		201,864	-4989,78		-201,864	4989,78		
-1,88956e-011	-1,22639e-010		-4989,58	-203,86		4989,58	203,86		203,86	-4989,58		-203,86	4989,58		
-2,0604e-011	-1,23835e-010		-4989,37	-205,856		4989,37	205,856		205,856	-4989,37		-205,856	4989,37		
-2,22245e-011	-1,25256e-010		-4989,17	-207,852		4989,17	207,852		207,852	-4989,17		-207,852	4989,17		
-2,37927e-011	-1,26823e-010		-4988,96	-209,848		4988,96	209,848		209,848	-4988,96		-209,848	4988,96		
-2,54303e-011	-1,28494e-010		-4988,75	-211,843		4988,75	211,843		211,843	-4988,75		-211,843	4988,75		
-2,70778e-011	-1,30213e-010		-4988,53	-213,839		4988,53	213,839		213,839	-4988,53		-213,839	4988,53		
-2,86091e-011	-1,3213e-010		-4988,32	-215,834		4988,32	215,834		215,834	-4988,32		-215,834	4988,32		
-2,99852e-011	-1,34321e-010		-4988,1	-217,829		4988,1	217,829		217,829	-4988,1		-217,829	4988,1		
-3,12631e-011	-1,36392e-010		-4987,88	-219,825		4987,88	219,825		219,825	-4987,88		-219,825	4987,88		
-3,25324e-011	-1,38203e-010		-4987,66	-221,82		4987,66	221,82		221,82	-4987,66		-221,82	4987,66		
-3,37063e-011	-1,40005e-010		-4987,44	-223,815		4987,44	223,815		223,815	-4987,44		-223,815	4987,44		
-3,4754e-011	-1,41994e-010		-4987,21	-225,81		4987,21	225,81		225,81	-4987,21		-225,81	4987,21		
-3,57407e-011	-1,43899e-010		-4986,98	-227,805		4986,98	227,805		227,805	-4986,98		-227,805	4986,98		
-3,67181e-011	-1,45432e-010		-4986,75	-229,799		4986,75	229,799		229,799	-4986,75		-229,799	4986,75		
-3,76568e-011	-1,46675e-010		-4986,52	-231,794		4986,52	231,794		231,794	-4986,52		-231,794	4986,52		
-3,85097e-011	-1,47919e-010		-4986,29	-233,789		4986,29	233,789		233,789	-4986,29		-233,789	4986,29		
-3,94946e-011	-1,49332e-010		-4986,05	-235,783		4986,05	235,783		235,783	-4986,05		-235,783	4986,05		
-4,05816e-011	-1,50654e-010		-4985,82	-237,778		4985,82	237,778		237,778	-4985,82		-237,778	4985,82		
-4,15641e-011	-1,51951e-010		-4985,58	-239,772		4985,58	239,772		239,772	-4985,58		-239,772	4985,58		
-4,24902e-011	-1,53274e-010		-4985,33	-241,766		4985,33	241,766		241,766	-4985,33		-241,766	4985,33		
-4,35583e-011	-1,54553e-010		-4985,09	-243,76		4985,09	243,76		243,76	-4985,09		-243,76	4985,09		
-4,47436e-011	-1,55991e-010		-4984,85	-245,754		4984,85	245,754		245,754	-4984,85		-245,754	4984,85		
-4,5837e-011	-1,57431e-010		-4984,6	-247,748		4984,6	247,748		247,748	-4984,6		-247,748	4984,6		
-4,69975e-011	-1,5864e-010		-4984,35	-249,742		4984,35	249,742		249,742	-4984,35		-249,742	4984,35		
-4,83658e-011	-1,59592e-010		-4984,1	-251,736		4984,1	251,736		251,736	-4984,1		-251,736	4984,1		
-4,97952e-011	-1,60534e-010		-4983,84	-253,729		4983,84	253,729		253,729	-4983,84		-253,729	4983,84		
-5,11739e-011	-1,61629e-010		-4983,59	-255,723		4983,59	255,723		255,723	-4983,59		-255,723	4983,59		
-5,24724e-011	-1,62732e-010		-4983,33	-257,716		4983,33	257,716		257,716	-4983,33		-257,716	4983,33		
-5,37166e-011	-1,63984e-010		-4983,07	-259,71		4983,07	259,71		259,71	-4983,07		-259,71	4983,07		
-5,48645e-011	-1,65342e-010		-4982,81	-261,703		4982,81	261,703		261,703	-4982,81		-261,703	4982,81		
-5,60253e-011	-1,66751e-010		-4982,54	-263,696		4982,54	263,696		263,696	-4982,54		-263,696	4982,54		
-5,7286e-011	-1,68412e-010		-4982,28	-265,689		4982,28	265,689		265,689	-4982,28		-265,689	4982,28		
-5,85426e-011	-1,7005e-010		-4982,01	-267,682		4982,01	267,682		267,682	-4982,01		-267,682	4982,01		
-5,97325e-011	-1,71378e-010		-4981,74	-269,675		4981,74	269,675		269,675	-4981,74		-269,675	4981,74		
-6,08251e-011	-1,72701e-010		-4981,47	-271,667		4981,47	271,667		271,667	-4981,47		-271,667	4981,47		
-6,1887e-011	-1,74195e-010		-4981,2	-273,66		4981,2	273,66		273,66	-4981,2		-273,66	4981,2		
-6,28534e-011	-1,75676e-010		-4980,92	-275,652		4980,92	275,652		275,652	-4980,92		-275,652	4980,92		
-6,3708e-011	-1,77246e-010		-4980,64	-277,645		4980,64	277,645		277,645	-4980,64		-277,645	4980,64		
-6,44808e-011	-1,78936e-010		-4980,36	-279,637		4980,36	279,637		279,637	-4980,36		-279,637	4980,36		
-6,5113e-011	-1,80688e-010		-4980,08	-281,629		4980,08	281,629		281,629	-4980,08		-281,629	4980,08		
-6,55826e-011	-1,82366e-010		-4979,8	-283,621		4979,8	283,621		283,621	-4979,8		-283,621	4979,8		
-6,61344e-011	-1,83822e-010		-4979,51	-285,613		4979,51	285,613		285,613	-4979,51		-285,613	4979,51		
-6,69382e-011	-1,85064e-010		-4979,23	-287,605		4979,23	287,605		287,605	-4979,23		-287,605	4979,23		
-6,77462e-011	-1,86011e-010		-4978,94	-289,596		4978,94	289,596		289,596	-4978,94		-289,596	4978,94		
-6,84556e-011	-1,8695e-010		-4978,64	-291,588		4978,64	291,588		291,588	-4978,64		-291,588	4978,64		
-6,91083e-011	-1,88038e-010		-4978,35	-293,579		4978,35	293,579		293,579	-4978,35		-293,579	4978,35		
-6,96888e-011	-1,89259e-010		-4978,05	-295,571		4978,05	295,571		295,571	-4978,05		-295,571	4978,05		
-7,02283e-011	-1,90526e-010		-4977,76	-297,562		4977,76	297,562		297,562	-4977,76		-297,562	4977,76		
-7,09007e-011	-1,91738e-010		-4977,46	-299,553		4977,46	299,553		299,553	-4977,46		-299,553	4977,46		
-7,16272e-011	-1,93044e-010		-4977,15	-301,544		4977,15	301,544		301,544	-4977,15		-301,544	4977,15		
-7,21913e-011	-1,94506e-010		-4976,85	-303,535		4976,85	303,535		303,535	-4976,85		-303,535	4976,85		
-7,25968e-011	-1,96121e-010		-4976,55	-305,526		4976,55	305,526		305,526	-4976,55		-305,526	4976,55		
-7,29965e-011	-1,97873e-010		-4976,24	-307,516		4976,24	307,516		307,516	-4976,24		-307,516	4976,24		
-7,33953e-011	-1,99657e-010		-4975,93	-309,507		4975,93	309,507		309,507	-4975,93		-309,507	4975,93		
-7,36587e-011	-2,01503e-010		-4975,62	-311,497		4975,62	311,497		311,497	-4975,62		-311,497	4975,62		
-7,40396e-011	-2,0339e-010		-4975,3	-313,487		4975,3	313,487		313,487	-4975,3		-313,487	4975,3		
-7,45071e-011	-2,05174e-010		-4974,99	-315,477		4974,99	315,477		315,477	-4974,99		-315,477	4974,99		
-7,50519e-011	-2,06965e-010		-4974,67	-317,467		4974,67	317,467		317,467	-4974,67		-317,467	4974,67		
-7,58619e-011	-2,08901e-010		-4974,35	-319,457		4974,35	319,457		319,457	-4974,35		-319,457	4974,35		
-7,69395e-011	-2,10985e-010		-4974,03	-321,447		4974,03	321,447		321,447	-4974,03		-321,447	4974,03		
-7,81027e-011	-2,13078e-010		-4973,7	-323,436		4973,7	323,436		323,436	-4973,7		-323,436	4973,7		
-7,91471e-011	-2,15026e-010		-4973,38	-325,426		4973,38	325,426		325,426	-4973,38		-325,426	4973,38		
-8,00573e-011	-2,16935e-010		-4973,05	-327,415		4973,05	327,415		327,415	-4973,05		-327,415	4973,05		
-8,08691e-011	-2,19063e-010		-4972,72	-329,404		4972,72	329,404		329,404	-4972,72		-329,404	4972,72		
-8,18321e-011	-2,21265e-010		-4972,39	-331,393		4972,39	331,393		331,393	-4972,39		-331,393	4972,39		
-8,28918e-011	-2,23253e-010		-4972,05	-333,382		4972,05	333,382		333,382	-4972,05		-333,382	4972,05		
-8,38501e-011	-2,24988e-010		-4971,72	-335,371		4971,72	335,371		335,371	-4971,72		-335,371	4971,72		
-8,47702e-011	-2,26427e-010		-4971,38	-337,36		4971,38	337,36		337,36	-4971,38		-337,36	4971,38		
-8,56927e-011	-2,27725e-010		-4971,04	-339,348		4971,04	339,348		339,348	-4971,04		-339,348	4971,04		
-8,65686e-011	-2,28945e-010		-4970,7	-341,337		4970,7	341,337		341,337	-4970,7		-341,337	4970,7		
-8,73333e-011	-2,30132e-010		-4970,35	-343,325		4970,35	343,325		343,325	-4970,35		-343,325	4970,35		
-8,79628e-011	-2,31609e-010		-4970,01	-345,313		4970,01	345,313		345,313	-4970,01		-345,313	4970,01		
-8,86387e-011	-2,33176e-010		-4969,66	-347,301		4969,66	347,301		347,301	-4969,66		-347,301	4969,66		
-8,95731e-011	-2,34542e-010		-4969,31	-349,289		4969,31	349,289		349,289	-4969,31		-349,289	4969,31		
-9,06232e-011	-2,35955e-010		-4968,96	-351,276		4968,96	351,276		351,276	-4968,96		-351,276	4968,96		
-9,17262e-011	-2,37577e-010		-4968,6	-353,264		4968,6	353,264		353,264	-4968,6		-353,264	4968,6		
-9,29081e-011	-2,39203e-010		-4968,25	-355,251		4968,25	355,251		355,251	-4968,25		-355,251	4968,25		
-9,41762e-011	-2,40837e-010		-4967,89	-357,239		4967,89	357,239		357,239	-4967,89		-357,239	4967,89		
-9,55136e-011	-2,42691e-010		-4967,53	-359,226		4967,53	359,226		359,226	-4967,53		-359,226	4967,53		
-9,69895e-011	-2,44607e-010		-4967,17	-361,213		4967,17	361,213		361,213	-4967,17		-361,213	4967,17		
-9,87024e-011	-2,46296e-010		-4966,8	-363,199		4966,8	363,199		363,199	-4966,8		-363,199	4966,8		
-1,00462e-010	-2,47955e-010		-4966,44	-365,186		4966,44	365,186		365,186	-4966,44		-365,186	4966,44		
-1,02275e-010	-2,49815e-010		-4966,07	-367,173		4966,07	367,173		367,173	-4966,07		-367,173	4966,07		
-1,0428e-010	-2,51631e-010		-4965,7	-369,159		4965,7	369,159		369,159	-4965,7		-369,159	4965,7		
-1,06378e-010	-2,53354e-010		-4965,33	-371,145		4965,33	371,145		371,145	-4965,33		-371,145	4965,33		
-1,0845e-010	-2,55132e-010		-4964,95	-373,131		4964,95	373,131		373,131	-4964,95		-373,131	4964,95		
-1,10445e-010	-2,57029e-010		-4964,58	-375,117		4964,58	375,117		375,117	-4964,58		-375,117	4964,58		
-1,12288e-010	-2,59088e-010		-4964,2	-377,103		4964,2	377,103		377,103	-4964,2		-377,103	4964,2		
-1,13951e-010	-2,61171e-010		-4963,82	-379,089		4963,82	379,089		379,089	-4963,82		-379,089	4963,82		
-1,15661e-010	-2,63119e-010		-4963,44	-381,074		4963,44	381,074		381,074	-4963,44		-381,074	4963,44		
-1,17461e-010	-2,64971e-010		-4963,05	-383,059		4963,05	383,059		383,059	-4963,05		-383,059	4963,05		
-1,19196e-010	-2,66957e-010		-4962,66	-385,045		4962,66	385,045		385,045	-4962,66		-385,045	4962,66		
-1,20848e-010	-2,69287e-010		-4962,28	-387,03		4962,28	387,03		387,03	-4962,28		-387,03	4962,28		
-1,22425e-010	-2,71974e-010		-4961,89	-389,014		4961,89	389,014		389,014	-4961,89		-389,014	4961,89		
-1,23909e-010	-2,74881e-010		-4961,49	-390,999		4961,49	390,999		390,999	-4961,49		-390,999	4961,49		
-1,25259e-010	-2,77854e-010		-4961,1	-392,984		4961,1	392,984		392,984	-4961,1		-392,984	4961,1		
-1,26519e-010	-2,80941e-010		-4960,7	-394,968		4960,7	394,968		394,968	-4960,7		-394,968	4960,7		
-1,27659e-010	-2,84109e-010		-4960,3	-396,952		4960,3	396,952		396,952	-4960,3		-396,952	4960,3		
-1,28621e-010	-2,87189e-010		-4959,9	-398,936		4959,9	398,936		398,936	-4959,9		-398,936	4959,9		
-1,29434e-010	-2,90218e-010		-4959,5	-400,92		4959,5	400,92		400,92	-4959,5		-400,92	4959,5		
-1,30152e-010	-2,93248e-010		-4959,1	-402,904		4959,1	402,904		402,904	-4959,1		-402,904	4959,1		
-1,30741e-010	-2,96129e-010		-4958,69	-404,887		4958,69	404,887		404,887	-4958,69		-404,887	4958,69		
-1,31375e-010	-2,98868e-010		-4958,28	-406,871		4958,28	406,871		406,871	-4958,28		-406,871	4958,28		
-1,32024e-010	-3,01777e-010		-4957,87	-408,854		4957,87	408,854		408,854	-4957,87		-408,854	4957,87		
-1,32744e-010	-3,04691e-010		-4957,46	-410,837		4957,46	410,837		410,837	-4957,46		-410,837	4957,46		
-1,33741e-010	-3,07307e-010		-4957,05	-412,82		4957,05	412,82		412,82	-4957,05		-412,82	4957,05		
-1,34742e-010	-3,09969e-010		-4956,63	-414,803		4956,63	414,803		414,803	-4956,63		-414,803	4956,63		
-1,35793e-010	-3,12835e-010		-4956,21	-416,785		4956,21	416,785		416,785	-4956,21		-416,785	4956,21		
-1,37122e-010	-3,15634e-010		-4955,79	-418,768		4955,79	418,768		418,768	-4955,79		-418,768	4955,79		
-1,38536e-010	-3,18332e-010		-4955,37	-420,75		4955,37	420,75		420,75	-4955,37		-420,75	4955,37		
-1,39979e-010	-3,21101e-010		-4954,94	-422,732		4954,94	422,732		422,732	-4954,94		-422,732	4954,94		
-1,41593e-010	-3,2404e-010		-4954,52	-424,714		4954,52	424,714		424,714	-4954,52		-424,714	4954,52		
-1,43231e-010	-3,27044e-010		-4954,09	-426,696		4954,09	426,696		426,696	-4954,09		-426,696	4954,09		
-1,4494e-010	-3,29922e-010		-4953,66	-428,677		4953,66	428,677		428,677	-4953,66		-428,677	4953,66		
-1,46714e-010	-3,32684e-010		-4953,22	-430,658		4953,22	430,658		430,658	-4953,22		-430,658	4953,22		
-1,48358e-010	-3,35528e-010		-4952,79	-432,64		4952,79	432,64		432,64	-4952,79		-432,64	4952,79		
-1,49872e-010	-3,38564e-010		-4952,35	-434,621		4952,35	434,621		434,621	-4952,35		-434,621	4952,35		
-1,51222e-010	-3,41877e-010		-4951,91	-436,601		4951,91	436,601		436,601	-4951,91		-436,601	4951,91		
-1,52643e-010	-3,45411e-010		-4951,47	-438,582		4951,47	438,582		438,582	-4951,47		-438,582	4951,47		
-1,54338e-010	-3,48859e-010		-4951,03	-440,563		4951,03	440,563		440,563	-4951,03		-440,563	4951,03		
-1,56081e-010	-3,52163e-010		-4950,59	-442,543		4950,59	442,543		442,543	-4950,59		-442,543	4950,59		
-1,57724e-010	-3,55568e-010		-4950,14	-444,523		4950,14	444,523		444,523	-4950,14		-444,523	4950,14		
-1,59261e-010	-3,59176e-010		-4949,69	-446,503		4949,69	446,503		446,503	-4949,69		-446,503	4949,69		
-1,60833e-010	-3,62964e-010		-4949,24	-448,483		4949,24	448,483		448,483	-4949,24		-448,483	4949,24		
-1,62421e-010	-3,66805e-010		-4948,79	-450,462		4948,79	450,462		450,462	-4948,79		-450,462	4948,79		
-1,63865e-010	-3,70692e-010		-4948,33	-452,442		4948,33	452,442		452,442	-4948,33		-452,442	4948,33		
-1,65206e-010	-3,74443e-010		-4947,88	-454,421		4947,88	454,421		454,421	-4947,88		-454,421	4947,88		
-1,66679e-010	-3,77799e-010		-4947,42	-456,4		4947,42	456,4		456,4	-4947,42		-456,4	4947,42		
-1,68208e-010	-3,81141e-010		-4946,96	-458,379		4946,96	458,379		458,379	-4946,96		-458,379	4946,96		
-1,69687e-010	-3,84705e-010		-4946,49	-460,357		4946,49	460,357		460,357	-4946,49		-460,357	4946,49		
-1,71148e-010	-3,88283e-010		-4946,03	-462,336		4946,03	462,336		462,336	-4946,03		-462,336	4946,03		
-1,72694e-010	-3,91863e-010		-4945,56	-464,314		4945,56	464,314		464,314	-4945,56		-464,314	4945,56		
-1,74393e-010	-3,95519e-010		-4945,09	-466,292		4945,09	466,292		466,292	-4945,09		-466,292	4945,09		
-1,76223e-010	-3,99233e-010		-4944,62	-468,27		4944,62	468,27		468,27	-4944,62		-468,27	4944,62		
-1,78195e-010	-4,02908e-010		-4944,15	-470,248		4944,15	470,248		470,248	-4944,15		-470,248	4944,15		
